"Entrez_ID","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro","HGNC Symbol"
105372824,58,55,57,53,62,54,NA
1476,17171,13119,12732,11943,12270,12803,"CSTB"
8568,9690,7308,7764,7046,7477,7302,"RRP1"
284837,28,17,28,27,29,27,"AATBC"
56894,17498,14208,14670,13443,14420,14676,"AGPAT3"
7109,6133,5321,5923,5403,5624,5382,"TRAPPC10"
5822,37,23,18,136,158,37,"PWP2"
8209,276,200,207,172,190,165,"GATD3"
23308,95,64,59,58,50,52,"ICOSLG"
29947,5,6,4,4,3,4,"DNMT3L"
326,3,4,5,3,3,3,"AIRE"
5211,24811,18977,21076,18862,20805,18991,"PFKL"
755,2355,1750,1919,1772,1873,1661,"CFAP410"
7226,3318,2507,2491,2378,2428,2343,"TRPM2"
101928607,15,9,14,7,15,7,NA
100861510,3,1,2,1,3,0,"LRRC3-DT"
81543,137,150,109,108,135,136,"LRRC3"
54084,2,1,1,1,2,2,"TSPEAR"
54082,5,4,1,0,1,0,NA
114043,2,0,1,1,1,0,NA
386677,0,0,0,0,0,0,"KRTAP10-1"
386679,0,0,0,0,0,2,"KRTAP10-2"
386682,0,0,0,0,0,0,"KRTAP10-3"
386672,0,0,0,0,0,0,"KRTAP10-4"
386680,0,1,0,0,0,0,"KRTAP10-5"
386674,0,0,0,0,0,0,"KRTAP10-6"
386675,0,0,0,0,0,0,"KRTAP10-7"
386681,0,0,0,0,0,0,"KRTAP10-8"
386676,0,0,0,0,0,0,"KRTAP10-9"
353333,0,0,0,0,0,0,"KRTAP10-10"
386678,0,0,0,0,0,0,"KRTAP10-11"
386684,0,0,0,0,0,0,"KRTAP12-4"
386683,0,0,0,0,0,0,"KRTAP12-3"
353323,0,0,0,0,0,0,"KRTAP12-2"
353332,0,0,0,0,0,0,"KRTAP12-1"
386685,0,0,0,0,0,0,"KRTAP10-12"
7327,9918,7684,8562,7802,7947,7623,"UBE2G2"
101928689,29,21,30,32,29,21,NA
6612,32767,24565,24900,23718,23263,23935,"SUMO3"
754,53125,41385,40595,38775,38583,39845,"PTTG1IP"
3689,397,341,397,391,362,348,"ITGB2"
100505746,56,41,48,40,49,30,"ITGB2-AS1"
84536,315,212,212,207,242,166,"LINC01547"
85395,2699,1929,1858,1827,1874,1942,"SLX9"
727699,1,0,4,3,0,1,"LINC00163"
378825,1,0,2,1,1,0,"PICSAR"
105372836,11,8,6,8,18,12,NA
728039,209,164,180,158,179,175,"SSR4P1"
104,2197,1687,2050,1732,1982,1709,"ADARB1"
23275,8489,6638,7824,6847,7480,6642,"POFUT2"
642852,5039,4218,4809,4353,4588,4099,"LINC00205"
388830,6,7,4,2,6,4,"LINC00316"
80781,28169,21599,24557,22285,24686,22024,"COL18A1"
100874236,1,0,2,2,0,1,"COL18A1-AS2"
378832,3,1,5,4,3,1,"COL18A1-AS1"
102465489,0,0,0,0,0,0,"MIR6815"
6573,3018,2261,2394,2284,2444,2398,"SLC19A1"
100129027,0,0,0,0,0,0,NA
54039,1,4,5,5,8,4,"PCBP3"
101928796,138,77,91,87,113,77,NA
1291,30882,23738,27961,25972,27561,24897,"COL6A1"
1292,21480,16357,18213,16869,17274,16157,"COL6A2"
10841,18,12,18,22,30,9,"FTCD"
84221,1,2,2,3,51,0,"SPATC1L"
4047,4580,4040,4035,3997,4140,4349,"LSS"
114044,677,512,666,647,671,485,"MCM3AP-AS1"
8888,12797,11112,12131,10905,11572,11153,"MCM3AP"
54059,829,672,679,604,665,586,"YBEY"
54058,1292,955,1293,1114,1274,947,"C21orf58"
5116,9230,8357,9369,8227,8812,8178,"PCNT"
23181,6631,5559,6554,5757,6141,5501,"DIP2A"
100862692,15,6,13,9,11,14,"DIP2A-IT1"
6285,3,0,1,2,0,0,"S100B"
3275,10210,7904,8562,7598,7899,7916,"PRMT2"
105379419,1,1,0,0,0,0,NA
102723780,19,13,10,11,10,23,NA
105379427,0,0,0,0,0,0,NA
102723769,9,7,5,3,3,8,NA
81061,0,0,0,0,0,0,"OR11H1"
23784,0,0,0,0,0,0,"POTEH"
100852406,0,0,0,0,0,0,NA
503637,2517,1931,2138,1866,1956,2160,"DUXAP8"
101929839,164,113,156,148,152,113,NA
150160,0,0,0,0,0,0,"CCT8L2"
387590,1,2,1,2,0,1,"TPTEP1"
23783,4,1,0,3,0,1,NA
150165,126,82,100,86,78,90,"XKR3"
27437,0,1,0,0,0,0,"HSFY1P1"
128954,0,1,0,0,0,2,"GAB4"
100130418,1033,786,898,830,840,778,NA
23765,10885,8682,9030,8534,8773,8441,"IL17RA"
27439,829,611,739,671,585,600,"TMEM121B"
100996342,3,3,1,4,4,6,"LINC01664"
27440,11579,8742,9187,8652,9096,8784,"HDHD5"
100130717,30,29,36,34,42,23,"HDHD5-AS1"
51816,213,230,250,198,222,211,"ADA2"
27442,0,0,0,0,0,0,"CECR3"
27443,2587,2205,2748,2378,2445,2336,"CECR2"
83733,235,348,219,175,213,181,"SLC25A18"
101929372,29,20,25,33,22,22,""
529,37264,28516,28427,26955,26236,28438,"ATP6V1E1"
23786,22662,17966,18950,17496,17606,18030,"BCL2L13"
637,16429,12115,12137,11626,11885,12354,"BID"
100423025,3,1,0,1,1,2,"MIR3198-1"
200298,203,162,186,173,217,127,"LINC00528"
57553,25449,23900,25797,23139,24651,22608,"MICAL3"
693233,4,4,9,6,1,5,"MIR648"
100192420,3,6,4,3,2,5,"LINC01634"
55670,20764,15516,15788,15057,15592,15359,"PEX26"
51807,3917,2886,2980,2983,3085,2572,"TUBA8"
11274,11222,8699,9257,9012,8885,8703,"USP18"
100996415,0,0,0,0,0,0,NA
729461,0,0,0,0,0,0,"FAM230J"
105369191,0,0,0,0,0,0,NA
653203,0,0,0,0,0,0,"FAM230A"
100996401,1,0,0,0,1,0,NA
728229,41,22,37,25,36,33,"TMEM191B"
728233,359,286,356,320,357,263,""
85376,210,160,174,172,207,163,"RIMBP3"
642643,0,0,0,1,0,0,"FAM230E"
105372867,0,0,0,0,0,0,NA
2679,0,0,0,0,0,0,NA
102724123,0,0,0,0,0,0,NA
8214,4,1,1,1,13,5,"DGCR6"
5625,0,1,1,0,1,0,"PRODH"
26220,596,471,516,412,453,467,"DGCR5"
105372855,5,6,2,4,6,4,NA
25787,14,15,18,11,17,13,NA
26222,2,0,1,0,4,3,NA
9993,30946,24205,25518,23767,25662,24573,"DGCR2"
25786,1718,1323,1388,1402,1285,1271,"DGCR11"
8220,10912,8044,8844,8037,8904,8476,"ESS2"
23617,0,0,0,0,0,0,"TSSK2"
2928,0,0,0,0,0,0,"GSC2"
100652736,249,184,222,211,190,163,NA
6576,47776,35247,36973,35056,37517,34565,"SLC25A1"
8218,4827,3938,4908,4198,4430,4151,"CLTCL1"
7290,22916,18439,19396,18166,18473,18463,"HIRA"
64976,14128,10552,10518,10200,9974,10240,"MRPL40"
128977,8947,6655,6867,6746,6511,6485,"C22orf39"
7353,20443,15271,16074,15191,15296,15263,"UFD1"
8318,18003,13620,14602,13653,13619,13094,"CDC45"
7122,64,42,64,55,45,53,"CLDN5"
150185,0,0,0,1,0,0,NA
5413,3,1,2,0,4,3,"SEPTIN5"
100526833,24,18,31,19,30,16,NA
2812,0,0,0,0,0,0,"GP1BB"
6899,29,18,22,16,20,15,"TBX1"
54584,1895,1433,1397,1338,1392,1452,"GNB1L"
79680,12210,9735,11306,9929,10127,9730,"RTL10"
10587,13841,9656,10758,10194,11008,10268,"TXNRD2"
1312,18850,14277,14530,13948,14025,14153,"COMT"
100616414,3,0,0,0,0,1,"MIR4761"
421,9669,6838,8562,7704,8226,7237,"ARVCF"
128989,6479,4723,5286,4868,5033,4839,"TANGO2"
406961,0,0,0,0,0,0,"MIR185"
54487,14143,10627,14013,11790,12932,10674,"DGCR8"
100500860,0,0,0,0,0,0,"MIR3618"
100302197,0,0,0,0,0,0,"MIR1306"
27037,10478,7181,8710,7724,8608,7374,"TRMT2A"
102465490,0,0,0,0,0,0,"MIR6816"
5902,62298,45878,46974,43993,43328,45305,"RANBP1"
29801,14064,12192,12495,10961,12453,10477,"ZDHHC8"
388849,345,263,380,308,345,209,"CCDC188"
284865,5,4,6,4,0,2,"LINC02891"
150197,217,146,232,166,210,144,"LINC00896"
65078,5604,4346,4077,3877,4384,4097,"RTN4R"
100302118,1,2,0,0,0,3,"MIR1286"
85359,9402,6770,6928,6269,7093,6944,"DGCR6L"
101927859,7,1,7,8,1,5,NA
105377189,1,0,0,1,0,0,NA
373856,61,42,21,38,26,31,NA
7625,6948,5484,5960,5436,5607,5463,"ZNF74"
91179,6238,4305,4921,4576,4490,4018,"SCARF2"
84861,6284,4854,5301,4781,5240,4825,"KLHL22"
51586,23123,18281,22048,19055,20740,18074,"MED15"
266697,0,0,0,0,0,0,NA
84222,421,310,288,285,322,281,""
5297,28476,23841,27124,24423,25748,24403,"PI4KA"
3053,39,30,42,26,40,29,"SERPIND1"
9342,18630,14785,14960,13800,13721,14466,"SNAP29"
1399,44922,37745,38530,35478,36645,37297,"CRKL"
101928891,307,248,258,276,305,226,"LINC01637"
150209,1024,807,1042,884,992,812,"AIFM3"
8216,14949,11531,14310,12402,13652,11456,"LZTR1"
80764,6036,4246,4768,4329,4788,4620,"THAP7"
439931,579,406,475,443,461,407,"THAP7-AS1"
113691,24,15,15,13,21,12,NA
9127,450,340,433,356,378,338,"P2RX6"
6545,289,226,234,236,262,234,"SLC7A4"
693234,0,0,1,2,1,0,"MIR649"
440799,4,2,2,3,9,2,NA
400891,8,6,13,6,7,2,"LRRC74B"
400892,7,3,1,4,5,2,NA
642633,1,0,0,1,0,1,"FAM230B"
728441,1,0,1,3,0,0,NA
29797,1,0,0,1,2,1,NA
105369215,1,0,0,0,0,0,NA
100996335,0,0,0,0,0,0,"FAM230H"
440804,44,31,38,23,30,39,"RIMBP3B"
23119,3258,2795,3012,2777,3017,2807,"HIC2"
645426,170,27,28,20,26,13,"TMEM191C"
375133,982,741,1025,859,1321,793,NA
150221,23,9,10,13,22,15,"RIMBP3C"
7332,32284,24469,25039,23039,23476,24254,"UBE2L3"
150223,10385,7200,7253,6636,6988,6971,"YDJC"
164592,71,60,87,50,80,37,"CCDC116"
23753,6509,4438,4565,4338,4210,4414,"SDF2L1"
100126318,0,0,0,0,0,0,"MIR301B"
406920,4,1,3,7,1,4,"MIR130B"
23759,12036,9152,11258,9810,10174,9071,"PPIL2"
29799,827,672,788,693,698,743,"YPEL1"
5594,67217,56109,56364,52514,52611,55100,"MAPK1"
9647,17581,13645,15450,13648,15053,13733,"PPM1F"
8940,5910,4489,6026,5150,5486,4408,"TOP3B"
649179,0,0,1,1,0,1,""
28763,0,0,0,0,0,0,NA
28784,0,0,0,0,0,0,NA
28764,0,0,0,0,0,0,NA
28771,0,0,0,0,0,0,NA
84097,0,0,0,0,0,0,NA
28757,0,0,0,0,0,0,NA
28759,0,0,0,0,0,0,NA
28760,0,0,0,0,0,0,NA
28765,0,0,0,0,0,0,NA
28819,0,0,0,0,0,0,NA
28774,0,0,0,0,0,0,NA
28785,0,0,0,0,0,0,NA
28761,0,0,0,0,0,0,NA
28758,0,0,0,0,0,0,NA
28778,0,0,0,0,0,0,NA
28766,0,0,0,0,0,0,NA
28770,0,0,0,0,0,0,NA
28772,0,0,0,0,0,0,NA
28762,0,0,0,0,0,0,NA
7441,0,0,0,0,0,0,"VPREB1"
96610,3035,2293,2864,2545,2520,2311,NA
28779,0,0,4,3,4,1,NA
28820,1,0,2,0,0,0,NA
28821,10,2,5,7,4,6,NA
28773,1,0,0,0,0,0,NA
28780,0,0,0,0,0,0,NA
28822,0,0,0,0,0,0,NA
28775,0,0,0,0,1,0,NA
28781,0,0,0,0,0,0,NA
28823,0,0,0,0,0,0,NA
28776,0,0,0,0,0,0,NA
28767,0,0,0,0,0,0,NA
84089,0,0,0,0,0,0,NA
28825,0,0,1,0,0,0,NA
28768,0,0,0,0,0,0,NA
28783,0,0,0,0,0,0,NA
28826,0,0,0,0,0,0,NA
28777,0,0,0,0,0,0,NA
140883,0,0,0,0,2,1,"ZNF280B"
129025,0,0,0,0,0,0,"ZNF280A"
23532,0,0,0,0,0,0,"PRAME"
648691,0,0,1,0,0,0,""
28810,0,0,0,0,0,0,NA
28811,0,0,0,0,0,0,NA
28787,0,0,0,0,0,0,NA
28788,0,0,0,0,0,0,NA
28789,0,0,0,0,0,0,NA
25812,5,8,7,8,11,10,NA
91227,2,1,3,0,4,2,"GGTLC2"
28790,0,0,0,0,0,0,NA
28812,0,0,0,0,0,0,NA
28791,0,0,0,0,0,0,NA
28792,0,0,0,0,0,0,NA
84090,0,0,0,0,0,0,NA
28793,0,1,0,0,0,0,NA
28813,0,0,0,0,0,0,NA
28795,0,0,0,0,1,0,NA
28796,0,0,0,0,0,0,NA
28769,0,0,0,0,0,0,NA
28797,0,0,0,0,0,0,NA
28814,0,0,0,0,0,0,NA
28798,0,0,0,0,0,0,NA
28799,0,0,0,0,0,0,NA
28800,0,0,0,0,0,0,NA
28815,0,0,0,0,0,0,NA
28801,0,0,0,0,0,0,NA
28802,0,0,0,0,0,0,NA
28816,0,0,0,0,0,0,NA
28803,0,0,0,0,0,0,NA
28804,0,0,0,0,0,0,NA
723778,0,0,0,0,0,0,"MIR650"
28817,0,0,0,0,0,0,NA
28805,0,0,0,0,0,0,NA
28806,0,0,0,0,0,0,NA
28818,0,0,0,0,0,0,NA
28807,0,0,0,0,0,0,NA
28786,0,0,0,0,0,0,NA
28808,0,0,0,0,0,0,NA
28809,0,0,0,0,0,0,NA
100847006,0,0,0,0,0,0,"MIR5571"
100423062,0,0,0,0,0,0,"IGLL5"
28833,0,0,0,0,0,0,NA
3537,0,0,0,0,0,0,NA
28832,0,0,0,0,0,0,NA
3538,0,0,0,0,0,0,NA
28831,0,0,0,0,0,0,NA
3539,0,0,0,0,0,0,NA
28830,0,0,0,0,0,0,NA
3540,0,0,0,0,0,0,NA
28829,0,0,0,0,0,0,NA
3541,0,0,0,0,0,0,NA
28827,0,0,0,0,0,0,NA
28834,0,0,0,0,0,0,NA
27156,13,8,13,4,9,11,"RSPH14"
2781,303,225,259,231,239,212,"GNAZ"
9609,1347,1135,1174,1115,1138,1090,"RAB36"
613,16626,13004,13706,12574,12842,13191,"BCR"
26226,130,84,83,79,80,54,"FBXW4P1"
649264,0,0,0,0,0,0,NA
150244,3,4,2,1,4,2,NA
101929374,0,0,0,0,0,0,"LINC01659"
388882,0,0,0,0,0,0,"FAM230I"
101978785,0,0,0,1,0,0,NA
3543,2,1,1,0,1,0,"IGLL1"
51233,103,81,113,77,96,59,"DRICH1"
91316,2147,1663,2542,2036,2250,1545,"GUSBP11"
266747,1119,837,1434,1147,1288,814,"RGL4"
7621,1840,1197,1577,1386,1283,1280,"ZNF70"
29802,14,8,6,15,13,6,"VPREB3"
150248,4,2,7,5,5,8,"C22orf15"
400916,0,0,1,0,0,0,"CHCHD10"
4320,0,0,0,0,0,0,"MMP11"
6598,4,4,10,5,2,7,"SMARCB1"
91319,0,0,0,0,0,0,"DERL3"
66035,1,3,0,0,3,4,"SLC2A11"
284889,0,0,0,1,0,0,NA
4282,0,0,0,0,0,0,"MIF"
100652871,0,0,0,0,0,0,""
653689,106,72,98,81,124,88,"GSTT2B"
100037417,1,7,1,1,1,3,"DDTL"
100037417,1,7,1,1,1,3,"DDT"
1652,1,2,0,4,0,29,"DDT"
2953,2,5,3,1,5,2,"GSTT2"
25774,0,0,0,0,0,0,"GSTT4"
102725204,0,0,0,0,0,0,NA
23523,22657,19931,20905,19172,20864,19531,"CABIN1"
56241,329,223,264,256,290,246,"SUSD2"
2687,685,767,624,611,677,508,"GGT5"
29774,20,16,17,18,15,16,"POM121L9P"
101730217,2,2,0,3,1,3,NA
23384,15409,12167,12476,11454,11882,12462,"SPECC1L"
135,13,11,27,10,27,14,"ADORA2A"
646023,68,49,81,69,61,47,"ADORA2A-AS1"
51733,30,18,28,17,30,18,"UPB1"
83606,30503,24705,23976,22588,23526,23770,"GUCD1"
6634,49088,35866,37330,34614,34055,35628,"SNRPD3"
2678,601,459,599,466,574,478,"GGT1"
388886,1025,774,835,826,895,730,"LRRC75B"
644165,16,9,20,4,16,6,NA
646074,6,0,4,3,4,1,NA
440822,3,2,0,0,1,1,"PIWIL3"
7152,8,12,6,6,8,8,NA
129049,39,30,29,35,23,31,"SGSM1"
255349,0,2,1,1,0,2,"LHFPL7"
85379,10016,9135,9218,8639,8815,9093,"KIAA1671"
100128531,21,35,34,32,27,26,"KIAA1671-AS1"
1417,14,9,25,10,9,9,"CRYBB3"
1415,4,7,7,8,7,8,"CRYBB2"
91353,28,20,20,19,27,16,NA
100652901,39,41,36,47,32,31,NA
91355,839,617,959,789,794,576,""
1416,3829,2782,3158,2950,2959,2936,""
102466198,0,0,0,1,0,0,"MIR6817"
157,1997,1526,1647,1601,1574,1448,"GRK3"
84700,31,21,35,35,20,25,"MYO18B"
23544,0,1,1,0,0,0,"SEZ6L"
57168,1124,907,971,927,908,855,"ASPHD2"
89781,11183,9108,10361,9238,9677,9002,"HPS4"
402055,6370,4979,4936,4646,4436,4647,"SRRD"
24144,14693,11507,12275,11271,11590,11659,"TFIP11"
8459,4422,3202,3314,2982,3133,3086,"TPST2"
100313914,0,0,0,0,0,0,"MIR548J"
1414,2,0,1,2,3,1,"CRYBB1"
1413,1,1,0,1,2,2,"CRYBA4"
440823,113,85,122,113,90,81,"MIAT"
102724827,315,243,258,241,261,226,NA
101929539,8,4,8,6,5,3,NA
284898,0,0,0,0,0,0,NA
4330,1523,1120,1377,1308,1274,1181,"MN1"
23760,30063,24116,24175,22754,22381,23262,"PITPNB"
284900,987,774,913,857,858,790,"TTC28-AS1"
100423034,0,0,0,0,0,0,"MIR3199-1"
100422998,0,0,0,0,0,0,"MIR3199-2"
23331,4661,4115,4720,4297,4299,4195,"TTC28"
102466081,0,0,0,0,0,0,"MIR5739"
11200,4072,3036,3419,2999,3136,2988,"CHEK2"
150274,2301,1662,1631,1523,1599,1739,"HSCB"
150275,17763,14374,15058,13854,13349,14214,"CCDC117"
7494,25539,19691,19914,18951,18232,18930,"XBP1"
84133,3336,2736,2820,2556,2650,2795,"ZNRF3"
100874123,16,8,10,2,4,9,"ZNRF3-AS1"
25770,1,2,0,2,3,2,"C22orf31"
83999,2255,2048,1899,1769,1857,1904,"KREMEN1"
129080,353,242,266,273,255,276,"EMID1"
25807,3053,2214,2619,2364,2587,2235,"RHBDD3"
2130,54607,41500,46946,43294,43084,42516,"EWSR1"
10634,5022,4908,3897,3655,4124,3714,"GAS2L1"
10633,87,69,104,89,88,64,"RASL10A"
162,20583,16098,17743,16591,17196,16716,"AP1B1"
100500833,2,1,4,1,3,1,NA
100113380,0,0,0,0,0,0,"SNORD125"
5988,2,0,2,0,2,1,"RFPL1"
10740,3,6,5,2,1,5,NA
4744,11,2,10,15,14,6,"NEFH"
8563,10389,7952,9099,8575,8432,8073,"THOC5"
8508,14997,11132,11881,11183,11195,11259,"NIPSNAP1"
4771,24926,17325,18502,17901,17802,18919,"NF2"
164633,11,8,8,9,5,7,"CABP7"
55954,1001,710,716,774,699,744,"ZMAT5"
29796,13229,9421,9532,8926,8954,9421,"UQCR10"
84164,13252,10043,11313,10240,10624,10192,"ASCC2"
8897,11252,9700,10702,9572,9750,9870,"MTMR3"
102466742,0,0,0,0,0,0,"MIR6818"
101929664,4,2,7,2,2,0,"HORMAD2-AS1"
150280,14,7,8,8,8,10,"HORMAD2"
3976,8773,5117,7725,7132,6790,5762,"LIF"
5008,2,6,3,3,5,9,"OSM"
652968,299,288,246,237,279,225,"CASTOR1"
83874,3206,2502,2533,2387,2500,2399,"TBC1D10A"
10291,24734,19960,22820,21032,21007,20340,"SF3A1"
550631,249,151,204,176,191,188,"CCDC157"
85371,509,372,492,450,419,395,NA
200312,2352,1724,2097,1774,1890,1733,"RNF215"
23541,4216,5117,3460,3247,3519,3393,"SEC14L2"
51537,7308,5479,5228,5118,5384,5289,"MTFP1"
266629,1,0,0,2,0,0,"SEC14L3"
376844,0,0,0,0,0,0,NA
284904,10,2,6,7,8,5,"SEC14L4"
730005,628,511,550,481,550,523,"SEC14L6"
9514,202,106,139,122,136,123,"GAL3ST1"
23481,15672,11954,12512,11978,12484,12049,"PES1"
6948,4328,3594,3333,3271,3307,3156,"TCN2"
339665,2097,1725,1689,1470,1717,1582,"SLC35E4"
150290,1662,1464,1607,1375,1482,1390,"DUSP18"
101929728,6,6,12,10,8,6,NA
23762,2053,1740,1839,1649,1711,1630,"OSBP2"
100422912,0,0,0,0,0,0,"MIR3200"
150291,7,9,10,6,5,2,"MORC2-AS1"
22880,9156,7259,8471,7637,7959,7325,"MORC2"
55000,47210,39703,44989,39879,40050,38078,"TUG1"
6525,7806,5852,6828,6350,6812,6112,"SMTN"
140606,1729,1219,1190,1215,1357,1275,"SELENOM"
27124,1326,1036,1314,1248,1254,1038,"INPP5J"
50487,6,5,5,5,10,7,"PLA2G3"
100500901,1,0,0,0,1,0,"MIR3928"
91445,11615,8835,9393,8679,8770,9013,"RNF185"
3985,10581,8012,9196,8411,8704,7942,"LIMK2"
113791,1262,861,1051,1076,1064,959,"PIK3IP1"
23598,12484,9522,10030,9409,9721,9364,"PATZ1"
101929760,24,18,21,16,22,16,"PIK3IP1-DT"
54944,1120,803,951,820,845,885,NA
4733,15973,12100,11944,11639,11561,11969,"DRG1"
56478,6183,5028,5733,5185,5362,4885,"EIF4ENIF1"
100873756,0,0,0,0,0,0,NA
9814,4760,3490,4966,4277,4672,3837,"SFI1"
23761,9698,7127,8375,7685,7819,7311,"PISD"
102465666,5,2,1,1,2,1,"MIR7109"
253143,9536,9966,9776,9035,9588,9784,"PRR14L"
9681,2988,2472,2821,2636,2639,2446,"DEPDC5"
25775,57,47,70,42,67,49,"YWHAH-AS1"
7533,41991,32778,31947,29826,29448,31312,"YWHAH"
6523,4,9,4,1,3,1,"SLC5A1"
23782,1,0,1,1,2,1,""
150297,6,0,1,1,1,7,"C22orf42"
10739,7,10,7,6,5,12,"RFPL2"
6527,76,50,48,58,48,51,"SLC5A4"
10738,0,0,2,0,1,1,"RFPL3"
10737,22,18,36,19,30,19,"RFPL3S"
339666,42,29,56,45,46,40,""
51493,24498,19146,19059,18161,18081,18538,"RTCB"
254240,2,2,0,1,0,1,"BPIFC"
25793,24458,18725,19020,17998,17381,17873,"FBXO7"
8224,23,7,9,12,12,7,"SYN3"
7078,9973,8342,8287,7570,7457,7769,"TIMP3"
9215,43,26,42,35,39,30,"LARGE1"
100616295,0,0,0,0,0,0,"MIR4764"
100506195,0,0,1,0,0,0,"LARGE-AS1"
91464,0,2,3,1,1,2,"ISX"
104310353,62,39,59,46,49,40,"LINC01399"
10042,15032,12027,13232,11758,11849,12107,"HMGXB4"
10043,4682,3382,3827,3435,3553,3472,"TOM1"
105377197,1,0,1,0,1,0,NA
100500826,1,0,2,1,1,0,"MIR3909"
102464824,1,0,2,0,0,0,"MIR6069"
3162,6077,3617,4544,4468,4384,4372,"HMOX1"
4174,29906,22973,24194,22803,24182,22901,"MCM5"
23551,727,608,597,513,547,502,"RASD2"
4151,12,9,7,7,12,12,"MB"
80830,20771,16058,17986,17342,15627,16994,"APOL6"
80831,2,0,0,0,0,0,"APOL5"
23543,1057,683,738,698,587,754,"RBFOX2"
80833,1062,830,883,903,865,850,"APOL3"
80832,1,4,9,6,6,5,"APOL4"
23780,29366,29496,24538,23581,24186,23438,"APOL2"
8542,37245,32675,30960,29922,29399,29343,"APOL1"
4627,233283,194727,221332,208817,218331,204661,"MYH9"
102465491,3,5,6,1,4,3,"MIR6819"
25828,13737,9880,10296,9841,9876,10007,"TXN2"
80020,17009,13015,14852,13537,13684,12783,"FOXRED2"
8664,38619,29636,30469,28480,28303,29104,"EIF3D"
10369,0,0,0,1,0,0,"CACNG2"
11020,1951,1506,1517,1525,1523,1453,"IFT27"
5816,0,0,0,0,0,0,"PVALB"
4689,4,0,1,2,3,1,"NCF4"
1439,57,35,34,30,42,27,"CSF2RB"
100506241,0,0,0,0,0,0,""
339669,1,0,0,1,0,0,"TEX33"
7263,3670,2713,2741,2484,2734,2804,"TST"
4357,5148,3989,3961,3834,3974,3738,"MPST"
79734,4135,3170,3374,3202,3214,3088,"KCTD17"
164656,71,58,71,56,53,52,"TMPRSS6"
3560,103,75,112,77,79,84,"IL2RB"
114904,1754,1202,1575,1346,1546,1271,"C1QTNF6"
6753,12,11,7,10,15,11,"SSTR3"
5880,10888,7744,8390,8346,8237,7919,"RAC2"
27128,142,117,111,103,116,122,"CYTH4"
114794,5885,4950,4970,5038,5181,4914,""
114794,5885,4950,4970,5038,5181,4914,"ELFN2"
100506271,166,108,107,129,117,92,NA
4242,360,336,380,284,377,259,"MFNG"
29775,20417,18607,15996,15642,17422,16020,"CARD10"
11135,9029,6245,7053,7043,7037,6634,"CDC42EP1"
3957,19,10,11,7,11,7,"LGALS2"
26088,5361,4037,5086,4398,4669,4007,"GGA1"
23616,2564,1924,2216,2103,2164,2007,"SH3BP1"
101927051,21,3,20,14,25,5,"PDXP-DT"
57026,5419,3830,4297,3924,3913,4001,"PDXP"
3956,78053,55522,55080,53503,54330,55504,"LGALS1"
79159,4345,3049,3569,3348,3328,3183,"NOL12"
11078,24864,18789,19592,18348,19788,19221,"TRIOBP"
102724378,106,57,98,62,73,74,NA
3005,91292,74057,77638,73753,73886,76072,"H1-0"
23464,1583,1150,1239,1108,1322,1220,"GCAT"
8484,10,8,8,6,7,14,"GALR3"
129138,3481,2482,2802,2492,2600,2365,"ANKRD54"
724028,0,0,0,0,0,0,"MIR658"
724029,2,4,5,0,1,2,"MIR659"
51386,44262,33831,34993,32532,32732,34166,"EIF3L"
85377,15441,11972,12625,11747,12141,11608,"MICALL1"
84645,1537,862,1202,1090,989,950,"C22orf23"
5435,7818,5496,5678,5458,5661,5635,"POLR2F"
102465492,0,0,0,0,0,0,"MIR6820"
6663,2,2,4,3,0,3,"SOX10"
105369188,7,3,9,4,8,3,NA
100616146,3,2,0,1,2,0,"MIR4534"
9463,2853,2234,2465,2262,2390,2137,"PICK1"
23539,192,150,297,205,221,141,"SLC16A8"
80115,1542,1113,1436,1367,1411,1061,"BAIAP2L2"
8398,1806,1129,1951,1558,1717,1130,"PLA2G6"
23764,2969,2145,2197,2090,2146,2152,"MAFF"
25829,18923,15266,15812,14573,15230,14840,"TMEM184B"
1454,19,12,10,10,10,6,"CSNK1E"
102800317,12,12,19,16,12,9,"TPTEP2-CSNK1E"
400927,8,3,7,4,7,5,NA
3761,67,63,52,47,71,62,"KCNJ4"
11015,18748,14114,14170,13534,13026,13605,"KDELR3"
10521,67478,55581,68720,59636,61603,51319,"DDX17"
11144,294,273,293,243,213,247,"DMC1"
646851,373,244,532,411,412,321,"FAM227A"
25776,5586,3958,4292,3990,4135,4130,"CBY1"
56993,14203,10589,10467,9951,10234,10947,"TOMM22"
9929,23824,19886,20097,18576,18442,18559,"JOSD1"
9567,10842,8877,9974,9297,9472,8642,"GTPBP1"
25777,25781,21099,21631,20463,22054,20731,"SUN2"
10126,1264,1065,1022,983,943,999,"DNAL4"
23467,6878,5472,6054,5657,5692,5571,"NPTXR"
23466,30557,23755,26764,24868,26107,24575,"CBX6"
200315,13,7,6,7,8,3,"APOBEC3A"
9582,4704,3633,3760,3513,3606,3778,"APOBEC3B"
100874530,0,0,0,0,0,0,"APOBEC3B-AS1"
27350,6345,5193,5225,4974,4925,4655,"APOBEC3C"
140564,107,82,142,101,123,69,"APOBEC3D"
200316,1171,938,1029,928,992,947,"APOBEC3F"
60489,1320,908,1039,1032,1012,1046,"APOBEC3G"
164668,82,43,62,63,55,70,"APOBEC3H"
23492,2303,1825,2044,1972,2095,1785,"CBX7"
