"Entrez_ID","HGNC Symbol","MCF7_EV","MCF7_EVA","MCF7_EVAS","MCF7_OV","MCF7_OVA_1","MCF7_OVA_2","MCF7_OVAS_1","MCF7_OVAS_2","ZR751_EV","ZR751_EVA","ZR751_OV","ZR751_OVA"
81671,"VMP1",48572,40129,36402,67105,25625,35143,32794,27803,9913,13604,9911,10842
406991,"MIR21",149,207,220,238,147,136,141,107,31,40,33,24
51174,"TUBD1",3144,2998,3180,3718,2008,3099,2449,2483,761,1018,827,907
6198,"RPS6KB1",27905,29491,29241,31614,14318,23946,26117,26459,4703,5839,4312,4584
51136,"RNFT1",1157,1127,1159,1250,619,1034,878,953,626,796,560,694
101927755,"RNFT1-DT",223,154,241,304,221,223,217,224,33,44,43,44
653645,"TBC1D3P1-DHX40P1",2,3,2,4,1,2,6,2,0,0,2,0
105371935,NA,47,18,29,33,33,27,23,23,3,2,3,3
100616210,"MIR4737",138,92,90,116,70,93,65,118,28,33,35,26
63897,"HEATR6",16253,15504,12195,16999,8042,12067,13399,13645,2086,2617,1970,1899
645638,NA,347,258,95,427,238,281,121,157,22,13,6,7
653653,"",38,40,63,54,13,30,32,42,17,19,17,27
105376849,NA,0,0,0,1,0,0,0,0,0,1,1,0
762,"CA4",124,93,72,115,86,98,99,137,0,0,0,0
84669,"USP32",35533,30544,24692,37700,15380,21001,28239,29919,3413,4454,3390,3297
677681,"SCARNA20",6,4,7,12,11,4,3,7,1,0,2,2
124773,"CHCT1",10,4,9,10,6,2,4,3,0,0,0,0
10513,"APPBP2",20132,17889,20599,22379,9140,15249,16772,16883,3788,4627,3260,3498
388406,"LINC01999",1,2,0,4,1,4,7,3,1,0,0,0
8493,"PPM1D",10493,8705,8181,12125,5125,7244,8353,8400,1223,1619,1205,1212
54828,"BCAS3",24837,18035,19877,29193,16229,19031,18995,20928,1334,1823,1312,1294
100189080,NA,0,2,0,1,4,0,0,1,0,0,0,0
101927855,"",841,653,654,920,506,578,753,829,12,18,12,10
103689912,"TBX2-AS1",1788,1322,1485,1898,1518,1541,1468,1640,12,22,28,17
6909,"TBX2",11631,10701,10161,13248,7999,11549,8015,11407,76,111,106,95
388407,"LINC02875",88,85,64,114,54,110,59,103,6,3,15,2
9496,"TBX4",82,98,79,79,61,59,71,74,9,4,4,5
342538,"NACA2",148,145,182,186,98,171,151,115,125,183,153,137
83990,"BRIP1",16070,16284,14562,17654,7356,12624,12876,11484,2221,2462,2282,2230
57508,"INTS2",3865,3695,3383,3985,1539,2549,3214,3276,2567,3178,2273,2559
9969,"MED13",15891,14602,12045,16126,5506,9357,12126,12691,6762,7626,5517,6340
440452,"",0,0,1,0,0,0,0,0,2,0,2,3
146779,"EFCAB3",34,44,36,35,25,30,25,24,0,0,0,1
339175,"METTL2A",2411,2246,1789,2580,1898,1955,1759,1680,1230,1854,1397,1217
105371937,NA,15,8,17,22,10,17,11,21,3,4,5,4
11011,"TLK2",8678,7540,6470,9801,4616,6491,6615,6388,3731,4671,3741,3440
9902,"MRC2",177,139,78,176,86,115,68,100,645,817,595,539
162333,"MARCHF10",177,148,287,216,174,173,280,279,195,300,212,221
693218,"MIR633",0,0,0,0,0,0,0,0,0,0,0,0
26115,"TANC2",18870,16774,12713,17728,7251,10431,14477,16711,8165,9737,7093,7085
1534,"CYB561",25897,24598,20293,28644,17849,24342,20152,22629,22705,29868,23535,20516
1636,"ACE",133,162,98,137,69,108,77,106,372,529,369,381
81033,"KCNH6",15,11,3,9,4,3,1,9,5,3,2,3
10238,"DCAF7",16710,14997,13009,16749,8131,11258,13995,16157,15200,19285,14032,13697
51204,"TACO1",5045,4723,4132,5655,4310,4762,4565,4666,2677,3900,2872,2768
4215,"MAP3K3",4270,3835,2797,4766,2179,3037,2741,3540,2903,3597,2771,2745
80774,"LIMD2",318,192,199,320,169,217,116,175,281,437,397,313
729683,NA,8,13,17,10,13,8,7,17,3,6,4,6
92335,"STRADA",4297,3460,2730,4501,2682,3045,2711,2947,3810,5095,3781,3815
57003,"CCDC47",24332,23089,21035,28040,12644,20131,21889,19748,13587,17909,12498,12820
11325,"DDX42",18973,17360,15051,20552,10547,14373,16775,17214,17120,22231,18203,17488
117246,"FTSJ3",17758,14818,11141,18062,11881,13910,13470,15830,7890,10677,7451,7250
5705,"PSMC5",25349,21974,19829,28061,20232,23753,21538,21328,14878,21057,16540,15356
6603,"SMARCD2",37924,38440,29627,39481,27694,33525,31169,37459,21676,31474,22221,23250
146771,"TCAM1P",0,3,4,2,0,5,2,2,1,7,0,0
1443,"CSH2",0,0,0,0,0,0,1,0,0,0,0,0
2689,"GH2",0,0,0,0,0,0,0,0,0,0,0,0
1442,"CSH1",2,0,0,0,0,2,0,0,0,0,0,0
1444,"CSHL1",0,0,0,0,0,0,0,0,1,0,0,0
2688,"GH1",1,0,1,0,0,0,2,0,0,0,0,0
974,"CD79B",0,1,0,0,0,0,0,1,2,0,1,1
6329,"SCN4A",19,18,14,38,9,32,9,20,0,0,2,0
400612,"PRR29-AS1",3,0,0,0,0,2,0,0,3,3,1,2
92340,"PRR29",55,29,27,62,28,29,26,34,78,97,85,71
3384,"ICAM2",3,4,0,1,0,3,1,2,2,2,1,0
2081,"ERN1",524,489,265,513,199,286,268,445,572,705,437,484
692227,NA,263,158,260,584,306,438,66,87,230,256,341,128
677842,"SNORA50C",98,58,69,124,71,86,24,31,40,74,65,36
55852,"TEX2",7605,7968,5721,8184,4016,6046,6321,6795,6624,8367,5822,5929
5175,"PECAM1",1,0,2,2,0,1,1,0,1,1,1,1
100526648,NA,0,0,0,0,0,0,0,0,0,0,0,0
284021,"MILR1",3,1,2,3,0,5,2,5,7,10,6,12
11232,"POLG2",1219,1135,1167,1375,705,1080,1003,1035,1282,1428,1273,1266
1655,"DDX5",77140,71241,66370,94075,39141,66338,66727,59088,55352,69833,59069,55758
100616387,"MIR3064",139,181,343,162,81,192,141,150,550,550,511,597
100616408,"MIR5047",2320,2280,1988,2616,1061,1903,2170,1906,2818,3443,3029,3168
90799,"CEP95",4426,3647,3595,5235,2746,3519,3455,2993,3716,4337,4595,4018
64750,"SMURF2",2188,2082,1988,2342,1052,1691,1890,1829,1948,2441,1929,2051
146880,NA,1848,1587,1717,2069,976,1548,1571,1669,2412,2744,2800,2397
102464831,"MIR6080",0,0,0,0,0,0,0,0,0,0,0,0
440456,NA,1160,995,743,1347,366,693,788,955,1102,1239,1092,1004
100422961,"MIR4315-2",0,0,0,0,0,0,0,0,0,0,1,0
374819,"LRRC37A3",661,546,701,693,404,516,642,608,1053,1266,1260,1158
201283,"AMZ2P1",572,477,559,634,311,477,469,442,984,1381,1107,943
10672,"GNA13",6481,6934,6300,6810,2808,5120,5106,5576,5214,6016,4363,4947
100507002,NA,89,67,48,84,73,55,61,70,80,108,99,61
8787,"RGS9",14,7,6,20,10,14,10,12,2,9,7,9
8313,"AXIN2",841,436,216,1470,396,401,276,204,106,141,84,78
201134,"CEP112",26,11,5,19,7,17,17,8,114,153,136,101
350,"APOH",0,0,0,0,0,0,0,0,0,0,1,0
5578,"PRKCA",226,204,137,211,127,190,190,254,475,600,400,404
101928001,NA,0,0,0,0,0,1,0,1,1,2,0,2
693219,"MIR634",0,0,0,0,0,0,0,0,0,0,0,0
27091,"CACNG5",14,4,12,9,6,2,12,10,0,0,0,2
27092,"CACNG4",2670,1502,1298,2510,941,1218,1204,1681,19372,21780,19686,15999
786,"CACNG1",20,12,10,17,17,18,10,11,280,373,311,236
9931,"HELZ",6735,6604,5125,6649,2815,4559,5532,5870,5949,6826,5190,5608
101928021,NA,3,6,5,8,4,10,5,10,23,17,23,10
5718,"PSMD12",5584,6055,6493,7244,3445,6768,4639,3957,5583,7437,5722,5615
26207,"PITPNC1",2398,1710,1780,2622,1330,1843,1909,1835,1721,2266,1663,1566
100500895,"MIR548AA2",0,0,0,0,0,0,0,0,0,0,0,0
693131,"MIR548D2",0,0,0,0,0,0,0,0,0,0,0,0
25926,"NOL11",5860,5743,5683,7249,3463,5432,4676,4300,4543,6003,4418,4717
100124536,"SNORA38B",5,4,3,4,3,3,2,6,8,8,5,6
2186,"BPTF",12886,11838,9945,13649,5288,8020,10874,10682,8996,10433,8230,8205
284018,"C17orf58",1584,1482,1897,1823,889,1463,1466,1477,1368,1649,1435,1280
7233,NA,3,0,0,1,0,0,0,0,0,0,3,1
3838,"KPNA2",26551,23181,19823,27945,15356,21981,22085,22556,23782,33287,24124,24156
100499466,NA,8298,7904,7569,8398,5006,6937,7721,7816,10044,13308,9003,9543
440461,NA,74,95,77,89,77,97,77,109,21,30,24,12
51321,"AMZ2",4728,4662,4949,5452,3306,4740,4547,4110,8565,12133,8452,8385
22901,"ARSG",2100,1851,1590,2244,1173,1591,1742,1901,631,879,652,649
9120,"SLC16A6",1374,1834,1514,1452,886,1696,1354,1330,1222,1618,1109,1364
5573,"PRKAR1A",18478,15961,15048,19666,8300,11655,15720,16527,14303,18548,12066,13211
55062,"WIPI1",1628,1373,1207,1691,979,1222,1294,1391,2711,4102,2446,2735
693220,"MIR635",30,31,23,38,6,34,56,24,42,53,46,64
54757,"FAM20A",7,7,7,7,2,10,7,4,132,147,111,121
101928104,"LINC01482",0,0,0,0,0,0,1,0,0,0,0,0
10351,"ABCA8",0,0,0,0,0,0,0,0,0,0,0,0
10350,"ABCA9",0,2,0,1,0,0,1,0,36,17,25,22
104355297,"ABCA9-AS1",1,0,0,1,0,1,1,0,0,0,0,0
23460,"ABCA6",1,0,2,0,0,0,1,0,13,15,10,8
100847008,"MIR4524B",0,0,0,0,0,0,0,0,0,0,0,0
100616316,"MIR4524A",0,0,0,0,0,0,0,0,0,0,0,0
10349,"ABCA10",6,13,8,13,2,8,7,18,35,47,52,54
100133319,"",0,1,1,3,2,3,1,3,3,1,0,3
23461,"ABCA5",778,734,923,841,376,695,629,566,1274,1503,1164,1450
5608,"MAP2K6",33,21,28,45,9,32,20,21,237,261,199,204
101928122,NA,0,0,0,0,0,0,0,0,0,0,0,0
102723487,"LINC01497",0,0,0,0,0,0,0,0,1,1,0,0
101928141,"LINC01028",0,0,0,0,0,0,0,0,0,0,0,0
3773,"KCNJ16",0,0,0,0,0,0,0,0,0,0,0,0
400617,"KCNJ2-AS1",0,0,0,0,0,0,0,0,1,3,7,0
3759,"KCNJ2",0,0,0,0,0,0,0,0,20,16,24,14
101928165,"CASC17",0,0,0,0,0,0,0,0,0,0,0,0
102723505,NA,0,0,0,0,0,0,0,0,0,1,0,0
102606463,"LINC01152",0,0,0,0,0,0,2,0,51,35,42,26
102723517,NA,0,0,0,0,0,0,0,0,0,0,0,0
400618,"SOX9-AS1",0,0,0,0,0,0,0,0,17,17,19,34
101928205,"LINC02097",0,0,0,0,0,0,0,0,2,4,3,8
6662,"SOX9",176,79,52,195,55,84,59,74,1470,2091,1592,1391
100499467,"LINC00511",17,19,10,29,12,12,10,10,130,232,107,127
400619,"LINC00511",16,10,11,6,0,4,9,6,16,19,22,13
201266,"SLC39A11",4944,4816,4039,5138,3596,4520,4291,4830,14618,21153,14497,15526
6752,"SSTR2",67,61,24,56,27,70,40,46,60,65,102,86
9382,"COG1",4936,4464,3676,4945,2676,3650,4321,4875,4874,6364,4733,4763
84923,"FAM104A",2908,2723,3374,3788,2159,3488,2581,2662,5163,6734,5635,5224
55028,"C17orf80",1719,1592,1422,1986,1225,1824,1713,2077,2163,2603,2044,2203
642843,"CPSF4L",10,8,14,8,5,8,5,13,25,46,26,29
23580,"CDC42EP4",6728,5345,4627,6927,4444,5026,4394,5851,3987,4778,4216,3320
54549,"SDK2",230,238,146,223,132,251,136,209,110,130,109,69
100134391,"",0,0,0,0,0,0,0,0,0,0,0,0
283982,NA,0,0,0,0,0,0,0,0,0,0,0,0
400620,"LINC02092",0,0,0,0,0,0,0,0,0,0,0,0
6169,"RPL38",22619,18790,19496,28166,21431,26992,14843,13683,15784,23362,22002,17853
85001,"",142,120,107,175,110,122,114,128,60,85,78,61
94015,"TTYH2",249,318,176,295,161,311,163,206,353,492,391,353
64446,"DNAI2",0,0,1,0,0,0,0,0,0,0,0,0
124602,"KIF19",0,0,0,0,0,0,0,0,0,1,0,0
388419,"BTBD17",0,0,0,0,0,1,0,0,4,1,4,0
350383,"GPR142",0,0,0,0,0,1,0,0,0,0,0,0
55890,"GPRC5C",2098,1604,1431,2171,1423,1637,1136,1677,4758,6102,4676,3804
11314,"CD300A",1,0,2,1,1,2,0,0,2,4,5,2
124599,"CD300LB",0,0,0,0,0,0,0,0,0,0,0,0
10871,"CD300C",0,0,3,2,6,5,2,2,6,11,8,12
100130520,"CD300H",0,0,0,0,0,0,0,0,0,0,0,0
100131439,"CD300LD",1,0,6,1,2,0,8,7,2,12,2,9
146723,"CD300LD-AS1",12,27,94,20,20,16,152,96,55,201,62,162
342510,"CD300E",0,0,0,0,0,0,0,0,0,0,0,0
326624,"RAB37",359,331,2447,405,242,301,2571,2423,64,101,81,89
146722,"CD300LF",0,0,0,0,0,0,0,0,0,4,0,0
9368,"SLC9A3R1",65319,59105,47050,73964,51019,59239,42849,52134,82233,109887,92763,71690
100500847,"MIR3615",0,0,0,0,0,0,0,0,0,0,0,0
26151,"NAT9",2010,1378,1767,2165,1196,1396,1455,1816,3951,5564,4128,4018
54868,"TMEM104",2244,1843,1561,2539,1325,1730,1399,1950,4295,4959,4381,3532
2905,"GRIN2C",213,182,181,260,126,173,169,200,218,215,181,142
2232,"FDXR",2058,1571,1665,2495,1583,1961,1229,1705,4201,4988,4739,3117
283985,"FADS6",1,2,1,0,0,3,0,2,48,71,69,31
124590,"USH1G",30,20,12,35,15,22,9,12,85,104,103,66
92736,"OTOP2",0,3,0,0,2,3,0,2,5,6,11,4
347741,"OTOP3",1,0,1,3,3,0,1,0,14,6,7,9
283987,"HID1",23087,21770,18806,26962,15732,19917,16570,23087,39975,49404,39570,34938
102723641,"HID1-AS1",3,3,3,3,2,6,3,7,9,20,20,20
30850,"CDR2L",2256,1966,1801,2482,1560,2035,1681,2346,5702,7069,6298,4662
3396,"MRPL58",3409,3138,3017,4089,2697,3155,2896,2877,3068,4582,3943,3294
23510,"KCTD2",4173,3518,2939,4172,2552,2922,3494,4044,3558,4701,3143,3074
100189078,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189181,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189371,NA,0,0,0,0,0,0,0,0,0,0,0,0
10476,"ATP5PD",8918,8523,9275,12097,6700,10313,8295,7568,9290,12905,10792,10058
9121,"SLC16A5",4455,5212,3951,4819,3579,4940,3890,4532,29,74,41,54
79637,"ARMC7",2147,2160,1665,2325,2011,2371,1704,1967,1668,2432,1804,1645
30833,"NT5C",2032,1711,1783,2783,1718,2082,1235,1624,1598,1991,2235,1365
51155,"JPT1",11903,9817,10291,14916,11143,12943,8481,9467,14381,20312,17440,14367
6613,"SUMO2",7109,6106,6303,8271,5061,6401,5520,5404,5361,7147,6033,5596
79902,"NUP85",7599,6357,5292,7927,4546,5891,5335,6130,7246,9484,7721,7306
23163,"GGA3",5189,4694,3753,5533,2764,4099,3889,4601,7071,8820,6899,6580
51081,"MRPS7",8727,7602,6478,10213,6456,7739,6313,6971,7790,11088,8001,7277
57409,"MIF4GD",3905,3311,2948,4114,2529,2982,2977,3407,1429,2105,1732,1488
100287042,"MIF4GD-DT",436,462,343,589,285,380,328,426,64,71,80,50
60386,"SLC25A19",931,920,663,980,600,801,592,682,800,1015,969,797
2885,"GRB2",18737,17327,14832,20357,12104,15506,15268,17741,16544,22133,16456,15021
100500841,"MIR3678",0,0,0,1,0,0,0,0,0,0,0,0
9772,"TMEM94",9679,9223,7176,10602,5543,7779,6555,9323,9974,11984,9708,8739
102466911,"MIR6785",0,0,0,0,0,0,0,0,0,0,0,0
57513,"CASKIN2",4027,3683,2930,4928,2293,3998,2209,3549,4701,5399,5526,3340
283989,"TSEN54",7444,6408,5947,8622,5371,6984,5294,6654,6606,8662,7645,5944
3993,"LLGL2",16396,13537,12685,22757,12452,16800,7718,12111,26354,31297,31515,19995
80022,"MYO15B",2446,1814,1977,3084,1294,1899,1080,1766,1900,2124,2477,1731
9400,"RECQL5",5026,3742,3364,5396,3069,3544,3141,4344,6916,8378,7342,6350
643008,"SMIM5",751,454,302,841,391,432,346,335,1815,2139,1747,1518
100130933,"SMIM6",27,15,21,29,15,11,27,20,44,71,45,51
29115,"SAP30BP",7425,5939,5222,8807,5229,6380,5143,6012,6653,8776,7349,6194
3691,"ITGB4",8693,7391,5235,10037,4910,7183,3932,7027,16642,17916,16845,11830
2584,"GALK1",2325,1965,1753,2977,2336,2794,952,1520,2928,3643,4094,2226
3021,"H3-3B",55310,48962,58579,65699,37837,55217,39158,44555,28277,35700,30852,29315
100616282,"MIR4738",1,0,4,1,0,0,0,0,0,0,0,0
85451,"UNK",3866,3239,2836,4372,2214,3137,2388,2828,2685,3067,3002,2307
201294,"UNC13D",731,400,380,811,259,418,286,555,19869,22057,20693,14830
23558,"WBP2",8957,7534,6919,10050,5899,7658,5716,7364,16699,23426,17597,15146
91107,"TRIM47",1102,1034,695,1383,955,1239,495,699,4270,5074,4832,3384
201292,"TRIM65",3609,3909,3044,3910,2693,3772,2827,3556,3166,3676,3626,2859
64978,"MRPL38",8535,7232,6823,10126,7544,8912,5309,7193,9654,12833,11387,8610
85302,"FBF1",1528,1186,1110,1781,919,1478,894,1103,3075,3410,3895,2502
51,"ACOX1",3658,3992,4026,3854,2324,3406,3869,4101,7684,10223,6966,7201
100529145,"TEN1-CDK3",12,4,7,22,14,19,7,6,20,27,32,12
100134934,"TEN1",0,0,0,0,0,0,0,0,0,0,0,0
1018,"CDK3",0,0,0,0,0,0,0,0,0,0,0,0
2125,"EVPL",6358,5953,4725,7853,4832,6779,3454,5226,13959,15866,17186,10449
6730,"SRP68",9255,7680,6101,9868,5782,6981,7191,7412,9407,12745,8812,8833
8811,"GALR2",23,20,24,31,11,33,17,20,59,73,85,36
353174,"ZACN",9,3,9,12,8,8,8,9,18,19,8,21
23265,"EXOC7",13679,11914,9521,14292,7162,8946,9990,13054,17174,21404,15898,15048
102466753,"MIR6868",0,0,0,3,0,0,0,0,0,0,0,0
2302,"FOXJ1",44,6,1,63,12,11,5,4,82,45,113,42
100507218,NA,18,14,16,16,16,12,20,13,25,18,17,8
114804,"RNF157",1005,926,679,1046,538,817,771,839,463,577,511,432
283991,"UBALD2",2448,1764,1995,3075,1990,2384,1506,1808,1867,2536,2273,1810
84074,"QRICH2",474,313,342,639,294,391,297,384,645,780,816,627
5635,"PRPSAP1",4802,3945,3829,5462,2897,3898,4098,4191,5072,6748,5242,5054
8877,"SPHK1",3074,2315,1785,3705,2146,2637,1371,2024,2238,2500,2400,1719
63893,"UBE2O",9097,7928,5864,9335,4713,6316,5389,7868,8597,10154,8327,7540
15,"AANAT",48,51,36,38,43,35,23,57,78,69,83,76
79651,"RHBDF2",3361,2964,2094,3707,2060,2877,1537,2495,3290,3656,3626,2799
114757,"CYGB",36,27,29,40,24,37,18,21,5,1,7,9
768206,"PRCD",12,4,4,9,3,6,3,9,11,8,12,10
100507246,"SNHG16",8209,6981,6376,9296,7178,7898,6355,5969,11146,15063,11928,11569
677850,NA,19,14,21,20,9,21,22,25,21,20,16,17
677849,"SNORD1B",10,1,14,12,8,8,13,5,7,16,6,10
677848,NA,19,6,7,9,4,7,15,7,31,19,13,22
10610,"ST6GALNAC2",879,827,667,1004,552,672,704,660,6178,8213,7002,6403
55808,"ST6GALNAC1",1,4,1,2,1,2,0,1,7,6,5,10
105274304,"",104,81,100,119,79,83,82,68,40,45,46,36
439921,"MXRA7",493,526,423,553,319,387,506,472,1782,2667,1869,1914
105376847,NA,1,0,0,1,0,1,0,0,9,9,8,7
23210,"JMJD6",2600,1973,1467,2981,1804,1937,1539,1710,2945,4087,3202,2888
124512,"METTL23",2330,2025,2269,2915,1510,2295,1948,1669,2571,3328,2981,2581
6427,"SRSF2",18918,16911,15715,21443,12330,16970,14846,15527,15109,18354,17556,15600
693221,"MIR636",0,0,0,0,0,0,0,0,0,0,0,0
79157,"MFSD11",2935,2507,2365,3246,1414,2210,2264,2380,3545,4894,3570,3386
101928514,"LINC02080",2,0,4,2,0,1,3,3,8,3,7,2
146664,"MGAT5B",410,413,285,488,259,352,245,358,2073,2412,2146,1717
105371899,"",1,0,0,0,0,0,0,0,2,1,0,0
654434,"SNHG20",865,734,654,878,621,627,592,632,242,280,308,295
6397,"SEC14L1",2987,2121,1604,2839,1678,2356,2509,2376,4743,6028,4656,4041
677781,"SCARNA16",17,14,6,13,14,17,10,12,5,4,3,2
102466864,"MIR6516",0,0,0,0,0,0,0,0,0,0,0,0
105371906,NA,0,0,0,0,0,0,0,0,0,0,0,0
105371907,"SEPTIN9-DT",0,0,0,0,0,0,0,0,0,0,0,0
10801,"SEPTIN9",25677,23983,18875,30910,17583,22705,17154,23462,48522,59331,47749,36976
105371905,NA,3,0,0,1,2,2,0,2,9,1,6,3
100422851,"MIR4316",0,0,0,0,0,1,0,0,1,1,1,1
100996273,NA,61,34,23,52,46,55,41,35,174,166,225,176
100507351,NA,0,0,0,1,0,0,0,0,1,1,1,0
100132174,"LINC01987",0,0,0,0,0,0,0,0,0,0,0,0
400624,"LINC01973",0,0,0,0,0,0,0,0,0,1,0,1
57690,"TNRC6C",2592,1996,1949,2732,1040,1399,2200,2508,2763,2972,2578,2230
100131096,NA,472,438,347,450,241,329,379,520,2310,2606,2196,2187
11322,"TMC6",2924,2439,2275,3908,2207,3005,1482,2154,12089,14906,15357,8791
147138,"TMC8",72,88,68,93,60,81,65,94,668,819,679,594
100141515,"C17orf99",4,2,1,4,1,2,1,2,1,5,2,5
9144,"SYNGR2",29764,26024,22089,32463,21175,25539,17976,25039,40876,53022,44921,36295
7083,"TK1",15600,11152,9575,18984,11053,13904,7363,9478,13347,16823,15960,12118
125061,"AFMID",1377,1196,1158,1549,1058,1172,1173,1233,1216,1654,1331,1241
332,"BIRC5",9274,7307,7056,10108,7479,7562,6619,7282,9382,12943,10656,8849
283999,"TMEM235",0,0,3,0,2,1,0,3,1,5,1,3
105371910,NA,7,3,6,3,7,2,2,3,7,8,1,11
100996291,"LINC01993",0,2,0,3,2,2,3,1,2,6,2,3
9021,"SOCS3",1213,953,840,1091,516,810,653,841,667,670,822,462
101928674,"SOCS3-DT",398,266,250,406,186,266,221,265,136,140,160,106
9489,"PGS1",2470,1968,1775,2607,1284,1719,1541,2153,2942,2996,3119,2639
8632,"DNAH17",232,220,208,209,132,211,168,216,418,394,506,429
100996295,NA,40,38,26,38,15,39,22,29,4,2,2,5
101928710,"SCAT1",2,1,0,3,0,0,3,3,5,4,5,2
9267,"CYTH1",5558,4609,3716,5851,3163,4279,3650,4381,4764,6111,5280,4307
57602,"USP36",9273,6984,5121,10958,4712,5731,5269,6256,8510,10044,8334,7523
7077,"TIMP2",3803,2696,2174,3414,1713,1908,2251,2975,8730,10589,7901,7541
100653515,"CEP295NL",0,4,0,1,0,2,0,2,15,13,7,11
3959,"LGALS3BP",68968,56589,39538,79899,46269,60896,35801,50736,29754,16375,29831,21792
124583,"CANT1",15181,11506,10046,15969,7972,9877,10100,12528,24166,32020,23000,20326
100507410,NA,1,0,1,0,2,0,0,1,0,0,0,0
114897,"C1QTNF1",20,23,8,28,14,6,12,9,48,59,45,37
64772,"ENGASE",1589,1402,1160,1844,1029,1396,788,1207,4117,4746,4468,3453
146713,"RBFOX3",25,28,16,27,18,30,11,14,24,35,28,22
644767,NA,0,0,0,0,0,0,0,0,1,0,0,0
100616170,"MIR4739",0,0,0,0,0,0,0,0,0,0,0,0
100652929,"LINC02078",20,16,4,27,7,26,21,5,9,1,7,11
339221,"ENPP7",5,4,6,8,0,6,2,8,0,4,0,1
84733,"CBX2",12222,10291,7870,12099,6841,8920,7104,10038,8334,9840,9066,7116
57332,"CBX8",1678,1418,1423,2329,1115,1434,1095,1243,1784,2282,2216,1446
8535,"CBX4",6767,6325,6179,9122,4166,7138,4478,5065,7031,8006,10578,5801
101928766,"LINC01979",65,66,59,61,46,78,57,51,59,108,69,60
101928738,"LINC01978",22,19,13,14,13,21,21,28,19,19,29,29
125058,"TBC1D16",6123,6401,4799,5990,4069,5405,5085,6554,14710,18296,14087,12850
55036,"CCDC40",332,254,246,362,167,232,251,245,744,772,766,606
100616121,"MIR1268B",0,0,0,0,0,0,0,0,0,0,0,0
2548,"GAA",12517,10730,10686,15423,8490,11689,7305,11519,12949,14718,14563,9708
9775,"EIF4A3",15443,13611,12309,16819,9983,13106,13758,14184,8712,11663,8924,8160
79092,"CARD14",803,632,629,1000,485,654,462,725,2484,2826,2649,2097
6448,"SGSH",4027,3958,3513,4679,2688,3637,2550,3659,7069,8497,7346,6073
284129,"SLC26A11",1671,1356,1233,1930,970,1395,969,1296,4519,5439,4720,3400
57674,"RNF213",64074,57335,31364,56603,21857,33297,36954,49031,43547,44380,39936,38893
100294362,"RNF213-AS1",179,150,93,149,55,114,109,133,184,179,198,191
284131,"ENDOV",1777,1252,1418,2465,1441,1792,866,1182,1834,2194,2165,1551
100616359,"MIR4730",7,2,2,7,2,3,2,2,4,3,9,10
4884,"NPTX1",125,155,121,137,77,126,94,116,31,36,20,19
57521,"RPTOR",4266,4293,2888,5019,2668,3713,2538,3655,6672,7752,6826,5004
101928855,"",8,3,4,4,2,3,2,1,7,7,11,2
105371921,NA,22,13,7,20,4,12,12,10,13,13,15,12
79643,"CHMP6",2344,2040,1777,3157,1934,2644,1391,1702,2732,3252,3393,2002
100129503,NA,103,72,69,116,48,70,79,115,96,137,105,78
440465,"BAIAP2-DT",1727,1385,1082,1709,909,1069,1060,1444,2702,3215,2893,2379
10458,"BAIAP2",4291,4107,3266,5142,3445,4615,2657,3915,6129,7660,7115,4838
9625,"AATK",437,372,286,549,219,429,145,206,372,363,519,241
724027,"MIR657",0,2,1,0,0,0,1,0,0,0,0,1
100422915,"MIR3065",0,0,0,0,1,0,0,0,0,0,0,0
442906,"MIR338",0,0,0,0,0,0,0,0,0,0,0,0
100302229,"MIR1250",0,0,0,0,0,0,0,0,0,0,0,0
388428,"PVALEF",14,7,4,10,7,14,3,9,15,24,19,8
22994,"CEP131",2396,1889,1716,3237,1937,2533,986,1488,3686,3972,4991,2472
146705,"TEPSIN",1797,1432,1413,2100,1083,1679,1020,1379,2794,3417,3692,2447
284184,"NDUFAF8",1272,1194,1186,1647,1312,1528,1051,1108,2362,3461,2639,2418
124565,"SLC38A10",9727,8432,7901,12658,6795,10071,5158,7773,13838,15193,18059,10121
284185,NA,321,266,313,395,255,371,198,215,218,207,230,178
284186,"TMEM105",831,637,567,802,468,658,516,642,292,372,338,273
100130370,NA,384,278,210,358,167,200,216,278,23,18,11,17
57597,"BAHCC1",1402,1230,1227,1558,702,1105,887,1446,1203,1184,1567,866
100616294,"MIR4740",0,1,1,0,0,0,0,0,2,0,1,0
100422944,"MIR3186",5,8,3,6,0,3,3,5,7,10,7,5
71,"ACTG1",239249,184968,150308,291194,142431,177977,132736,154291,110045,141873,112226,98616
25794,"FSCN2",1275,1175,823,1469,783,1249,663,940,1699,1947,2005,1336
80233,"FAAP100",3732,3395,2614,4967,2731,4019,1730,2590,5960,6314,7400,3909
55666,"NPLOC4",13883,12510,9804,14173,8527,10964,9881,12648,26395,33599,25731,23156
83882,"TSPAN10",55,47,29,66,33,50,36,27,229,231,281,193
5148,"PDE6G",35,16,5,21,8,18,19,21,25,30,32,20
339229,"OXLD1",2516,2145,2383,3381,2245,2729,1591,2167,3266,4137,4785,2958
339230,"CCDC137",2773,2292,1995,3626,2278,2680,1593,1866,5359,7209,6152,4715
339231,"ARL16",871,644,731,1000,663,816,594,560,2867,3806,3411,3041
